title,abstract,year,venue,journal,authors,doi,url,referenceCount,citationCount,influentialCitationCount,fieldsOfStudy,s2FieldsOfStudy,isOpenAccess,openAccessPdf,publicationTypes,publicationDate
"Factors affecting weather index-based crop insurance in Laikipia County, Kenya",,2016.0,,Journal of Agricultural Extension and Rural Development,"E. Wairimu, G. Obare, M. Odendo",10.5897/JAERD2016.0769,https://www.semanticscholar.org/paper/e7e1339e725c05ab573f81bc9e5afa4316dca239,66.0,26.0,1.0,['Business'],"[{'category': 'Business', 'source': 'external'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]",False,,,2016-07-31
Production risk and adoption of irrigation technology: evidence from small-scale farmers in Chile,"In most developing countries non-irrigation status often dominates adoption of traditional and modern irrigation technology. In this paper, we study the effect of production risk on irrigation technology choice among small-scale farmers in Chile, applying sample selection and discrete choice models. We find that more educated farmers, with credit access, receiving extension services, and living in communes with more adopters are more likely to use modern irrigation techniques. Moreover, production risk is often associated with adoption of traditional irrigation, and this risk often undermines a shift to more modern irrigation systems. Controlling for pre-conditions that determine irrigation choices clearly improves our understanding of small-scale farmer irrigation adoption decisions and we argue that weaker knowledge about and lower automatic diffusion of modern irrigation is a main obstacle for improving small-scale farmer productivity.",2016.0,,Latin American Economic Review,"C. Salazar, John Rand",10.1007/S40503-016-0032-3,https://www.semanticscholar.org/paper/057cb83e457ba68170657df1945c67ad0538c9c3,42.0,48.0,2.0,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Environmental Science', 'source': 's2-fos-model'}]",True,https://latinaer.springeropen.com/track/pdf/10.1007/s40503-016-0032-3,,2016-07-21
Public Versus Private Protection Against Crime: The Case of Somali Piracy,,2016.0,,World Bank Policy Research Working Paper Series,"Quy-Toan Do, Lin Ma, C. Ruiz Ortega, Quy-Toan Do",,https://www.semanticscholar.org/paper/bf19d1fad58338963e898d3eb877332366ad94ec,36.0,1.0,1.0,['Business'],"[{'category': 'Business', 'source': 'external'}, {'category': 'Political Science', 'source': 's2-fos-model'}, {'category': 'Law', 'source': 's2-fos-model'}]",False,,,2016-07-20
Optimal Progressivity of Redistribution with Frictions to Knowledge Diffusion,,2016.0,,CSN: Communication (Culture) (Topic),"D. Bandyopadhyay, Xueli Tang",10.2139/ssrn.2960796,https://www.semanticscholar.org/paper/06e9debb82293da500eb42d5fe6c5431c36ffa0c,91.0,1.0,0.0,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Education', 'source': 's2-fos-model'}]",True,https://researchspace.auckland.ac.nz/bitstream/2292/34493/11/Frictions%20to%20Knowledge%20Diffusion%2c%20Redistribution%20and%20Growthwithcoversheet.pdf,,2016-07-20
Improved production systems for traditional food crops: the case of finger millet in western Kenya,,2016.0,Food Security,Food Security,"Christina Handschuch, M. Wollni",10.1007/s12571-016-0577-7,https://www.semanticscholar.org/paper/8aa68a8dfc40b8cb42bf77dea1ed86ac73da6b2d,48.0,33.0,2.0,"['Business', 'Economics']","[{'category': 'Business', 'source': 'external'}, {'category': 'Economics', 'source': 'external'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}]",True,https://ageconsearch.umn.edu/record/150223/files/Poster_Handschuch.pdf,,2016-07-06
Acceptance and Practices on New Paddy Seed Variety Among Farmers in MADA Granary Area,"This paper employed survey data to identify farmers’ acceptance and practices on new paddy seed variety in MADA granary area in Kedah Malaysia. 250 of respondents who are paddy farmers in four districts area (Perlis, Jitra, Pendang and Kota Sarang Semut) were involved in this interview. The objective of the study was to obtain farmers’ acceptance and practices on new paddy seed variety. The results show that socio- demographic of respondents in MADA area represents 93.2% of respondents are male and the rest of 6.8% are female farmers. The most predominant age group of the respondents between 51 to 60 years old which are 37.6%. For the marital status of the respondents, there were 64.4% are married, 15.6% are single and 20% are widow and widower. 29.6% respondents went to primary schools while about 50.8% went to secondary schools. Meanwhile, 12.4% had college/university education and only 7.2% did not get any formal education. The overall mean for perception level toward advantage and disadvantage rice variety selected is 3.902 considered as a high level of perception. Meanwhile, for chi-square analysis, it illustrates a significant different on age and years of involvement towards a level of practices on using new paddy seed variety. DOI: 10.5901/ajis.2016.v5n2p105",2016.0,,Academic Journal of Interdisciplinary Studies,"N. Nazuri, N. Man",10.5901/AJIS.2016.V5N2P105,https://www.semanticscholar.org/paper/d59d992b558ba90a756aa97fbb6318b019592d95,14.0,9.0,1.0,['Geography'],"[{'category': 'Geography', 'source': 'external'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}]",True,https://www.mcser.org/journal/index.php/ajis/article/download/9272/8952,['Review'],2016-07-04
THE SUSTAINABILITY OF FARMER-LED MULTIPLICATION AND DISSEMINATION OF HIGH-YIELD AND DISEASE RESISTANT GROUNDNUT VARIETIES,,2016.0,,,"J. Jelliffe, B. Bravo‐Ureta, C. Deom, D. Okello",,https://www.semanticscholar.org/paper/965bf104a893569d7f58690536822a1ad1ec2aac,90.0,6.0,1.0,"['Business', 'Geography']","[{'category': 'Business', 'source': 'external'}, {'category': 'Geography', 'source': 'external'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}]",False,,,2016-07-01
Essays on consumer learning and behavioural economics,,2016.0,,,Pedro Alves,10.21953/lse.xjn50qca2k0t,https://www.semanticscholar.org/paper/afe766caf320006f4f1015af3b0d8412cd71a6c7,28.0,0.0,0.0,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Psychology', 'source': 's2-fos-model'}]",False,,,2016-07-01
Can Peers Improve Agricultural Revenue,,2016.0,,World Development,"T. Songsermsawas, K. Baylis, A. Chhatre, H. Michelson",10.1016/J.WORLDDEV.2016.01.023,https://www.semanticscholar.org/paper/2ae1b0f078454aa9b2f7e7700cff5f2d88e6deba,74.0,35.0,1.0,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]",False,,['Review'],2016-07-01
UTILIZATION OF “NOMA TUSHEN ARZIKI” PRTVC RADIO PROGRAMME AMONG FARMERS IN BARKIN LADI,,2016.0,,,Felicia Ezekiel Dangabar,,https://www.semanticscholar.org/paper/a721a9be170f9422503a46f1e6224154cf498382,109.0,0.0,0.0,['Sociology'],"[{'category': 'Sociology', 'source': 'external'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}]",False,,,2016-07-01
Microcredit and adjustment to environmental shock: Evidence from the Great Famine in Ireland,,2016.0,,Journal of Development Economics,T. Goodspeed,10.1016/J.JDEVECO.2016.03.003,https://www.semanticscholar.org/paper/c995bf8d34b99b9b0fc82fd6b0ec6c161da30cc8,75.0,19.0,1.0,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Environmental Science', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]",True,https://ora.ox.ac.uk/objects/uuid:461a1012-5432-4bbe-b4a7-8d69b1c9cff3/files/ma2d647fcfe945b42cff8a3a5d2c9f1e3,,2016-07-01
External Validity in a Stochastic World,,2016.0,,ERN: Other Macroeconomics: Production & Investment (Topic),"Mark Rosenzweig, C. Udry",10.2139/ssrn.2815079,https://www.semanticscholar.org/paper/11cf4646badc3819db82de9588892d0b11f31a50,39.0,19.0,1.0,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]",True,http://www.nber.org/papers/w22449.pdf,,2016-07-01
Assessing the impact of ‘farming with dyslexia’ on local rural economies,,2016.0,,Local Economy: The Journal of the Local Economy Policy Unit,"Robert Smith, G. Conley, A. M. Smith, Gerard McElwee",10.1177/0269094216655404,https://www.semanticscholar.org/paper/56834e9885652edcd00e747def1475034df7259b,30.0,7.0,0.0,['Sociology'],"[{'category': 'Sociology', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Education', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}]",True,https://researchonline.gcu.ac.uk/files/24081527/A.Smith_Farming_Dyslexia_1_.pdf,['JournalArticle'],2016-06-23
"Technology Adoption of Mexican Small Dairy Farmers: The Role of Social Learning, Risk Aversion and Credit Constraints",,2016.0,,IO: Productivity,Iván Tzintzun,,https://www.semanticscholar.org/paper/8a5e264388705506c0a0bbfb5a460ae8c6161882,8.0,0.0,0.0,['Business'],"[{'category': 'Business', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}]",False,,,2016-06-23
Profiling trust: An empirical analysis,,2016.0,,Journal of Behavioral and Experimental Finance,"S. Giannatale, A. Elbittar, Lucy N. Maya, Alfredo Ramírez, M. J. Roa",10.1016/J.JBEF.2016.01.005,https://www.semanticscholar.org/paper/0c6aa75443636e392d12d9fcac6cb20d44641382,29.0,2.0,0.0,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Sociology', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Psychology', 'source': 's2-fos-model'}]",False,,,2016-06-01
Examining the effects of absorptive capacity and social capital on the adoption of agricultural innovations: A Canadian Prairie case study,,2016.0,,Agricultural Systems,"E. Micheels, J. Nolan",10.1016/J.AGSY.2016.03.010,https://www.semanticscholar.org/paper/6ef935c4c7dcefa38c08f006247ad7cda8fb3f11,88.0,106.0,6.0,['Business'],"[{'category': 'Business', 'source': 'external'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]",False,,['Review'],2016-06-01
Third-party facilitation of supply chain linkages: evidence from the Armenian vegetable industry,"This paper presents an empirical examination of investment responses to external facilitation of supply chain linkages between agricultural producers and processors. Specifically, it analyzes the impact of participation in the USDA Marketing Assistance Program (MAP) facilitated formal marketing channel on farm-level investments in tomato production. The analysis involves mixed method approach utilizing a case of the USDA MAP in the Armenian vegetable industry and the survey data from 427 Armenian tomato growers. The main results indicate that the tomato growers linked to USDA MAP facilitated formal marketing channel (i.e. processors) invested significantly more in expanding tomato planting area compared to growers in informal channel (i.e. direct-to-consumer markets, middleman, and barter). The lessons from the USDA MAP’s supply chain facilitation strategy and the results of quantitative analysis provide insights on incentive structures and enforcement mechanisms for designing more effective supply chain ...",2016.0,,Journal on Chain and Network Science,"Aleksan Shanoyan, R. Ross, H. Gow, H. C. Peterson, Roy T. Black",10.3920/JCNS2015.0007,https://www.semanticscholar.org/paper/50dc2b663690075f2214620642ba17a7dbd1dd5c,20.0,1.0,0.0,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Business', 'source': 's2-fos-model'}]",True,https://doi.org/10.3920/jcns2015.0007,['Review'],2016-05-30
The influence of industrial policy and national systems of innovation on emerging economy suppliers’ learning capability,,2016.0,,Industry and Innovation,"Zaheer Khan, Y. Lew, Pervaiz Akhtar",10.1080/13662716.2016.1189811,https://www.semanticscholar.org/paper/2afe1d7be3f97ee9c88df622594984dd15ad68db,83.0,14.0,1.0,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Business', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]",True,https://kar.kent.ac.uk/59829/3/16.%20industry%20policy-learningfinalpost%20review%20accepted%20version%20accepted%2006052016.pdf,,2016-05-28
Factors Influencing Smallholder Crop Diversification: A Case Study of Manicaland and Masvingo Provinces in Zimbabwe,,2016.0,,,Lighton Dube,10.5296/IJRD.V3I2.9194,https://www.semanticscholar.org/paper/e715f93a240d22ae544d1ef3f83151c4039642cc,41.0,24.0,2.0,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]",True,https://www.macrothink.org/journal/index.php/ijrd/article/download/9194/7701,,2016-05-21
TECHNOLOGY ADOPTION OF HIGH QUALITY GREENBEANS SEED BY FARMERS’ HOUSEHOLD IN CENTRAL JAVA,,2016.0,,,"W. Roessali, W. Prastiwi, T. Dalmiyatun, S. I. Santoso, Y. R. Putri",,https://www.semanticscholar.org/paper/b2cf62faa754b7c132f2bcf9112aa990a4696852,10.0,0.0,0.0,['Engineering'],"[{'category': 'Engineering', 'source': 'external'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}]",False,,['Review'],2016-05-14
A Tale of Two Surplus Countries: China and Germany,,2016.0,,CESifo Working Paper Series,"U. Deichmann, A. Goyal, D. Mishra",10.1111/AGEC.12300,https://www.semanticscholar.org/paper/07cd241ca4b104a1e01e2441191c00fbba69ed31,73.0,384.0,11.0,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]",True,http://documents.worldbank.org/curated/en/481581468194054206/pdf/WPS7669.pdf,['Review'],2016-05-11
Knowledge flows and linkage with universities: the vision of Mexican farmers,"This paper is about the linkage between academia and the productive sector in agriculture, focusing on the farmers’ point of view regarding this linkage. It also explores another dimension of knowledge transfer: the links that farmers establish with their peers to share the knowledge they acquire. Two research questions guided this study: (1) What characteristics influence the propensity of a farmer to engage in direct links with researchers? and (2) What characteristics influence the propensity of a farmer to share (transfer) knowledge with other farmers? This paper is based on original micro data obtained from a survey of Mexican farmers in 2011. The Mexican case is interesting for different reasons: it is a large country with large scientific capacities in the agricultural sciences; there is a large number of small farmers living in rural areas—both commercial and subsistence, and agro exports make a contribution to the export structure. Hence, more knowledge flows are needed for the development process. The research questions are approached through a model with a binary dependent variable to analyse the variables that explain the likelihood that a farmer establishes links directly with researchers, and a model with a multinomial distribution in order to observe the determinants of knowledge transfers made by farmers among their peers. The main finding is that training, participation in farmer organisations and the geographical location matter to explain the probability that a farmer establishes links with researchers. Concerning to the propensity of knowledge sharing with other farmers, belonging to organizations that include a variety of agents related to the innovation process and a set of idiosyncratic factors specific to the region (e.g. a more communal type of culture) are relevant for this matter.",2016.0,,Brazilian Journal of Science and Technology,"G. Dutrénit, René Rivera-Huerta, A. Vera-Cruz",10.1186/S40552-016-0027-2,https://www.semanticscholar.org/paper/6a0144443757522d0017c440970dc113bd82aba3,78.0,5.0,0.0,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]",True,https://bjst-journal.springeropen.com/track/pdf/10.1186/s40552-016-0027-2,['Review'],2016-05-05
